question,answer,document
账户参与了天添利且有可用、可取资金，新股中签预缴款的扣款顺序是什么？,您参与了天添利，且账户有可用、可取资金，在操作新股/新债中签预缴款时扣款的顺序为：先使用账户的可取资金，再使用天添利的资金，最后再使用未参与天添利部分的可用资金。举例：如客户账户中有4万元可用资金，其中可取资金1万，已参与天添利的部分2万，当日卖股票得到1万。客户锁定中签缴款资金为3万，优先冻结可取1万，其次冻结已参与天添利部分2万。此时客户账户可用资金为当日卖股票得到的1万，因此无法转出或操作天添利快速取款。,Aguxingu_json_csv
创业板股票新股上市前5个交易日的有效竞价范围是多少？,创业板股票新股上市后的前5个交易日的有效竞价范围：1、开盘集合竞价阶段：即时行情显示的前收盘价的900%以内。2、连续竞价阶段：限价委托（价格笼子）（1）买入申报价格≤买入基准价格*102%；（2）卖出申报价格≥卖出基准价格*98%。3、临时停牌阶段、复牌集合竞价、收盘集合竞价阶段：最近成交价的±10%。[备注]1）如若申报的价格超过有效竞价范围，不能即时参与竞价，先暂存在交易主机，当价格波动使其进入有效竞价范围内时，交易主机自动取出申报，参与竞价；2）买入基准价格一般为“卖一价”（若无）→“买一价”（若无）→“最新成交价”（若无）→前收盘价（新股上市首日则为发行价）；3）卖出基准价格一般为“买一价”（若无）→“卖一价”（若无）→“最新成交价”（若无）→前收盘价（新股上市首日则为发行价）。,chuangyeban_json_csv
创业板交易新规中，当天15:00仍处于停牌状态的，委托是否有效呢？,3）当日15:00仍处于停牌状态的，委托无效；,chuangyeban_json_csv
在上交所的08：50--09：15如何处理撤单委托？,接受不处理,Agujiaoyi_json
沪、深港股通可以同时开通交易权限吗？,沪、深港股通交易权限是独立的，需分别开通。,ganggutong_json_csv
创业板交易的竞价交易包括哪几项？,1、竞价交易（开盘、收盘集合竞价、连续竞价）,chuangyeban_json_csv
深交所的收市阶段时间段是？,17：30-9：1515：00—17：30,Agujiaoyi_json
手机软件预约打新业务汇总？,手机软件预约打新的具体内容，请点击右侧“详情”查看,yuyuedaxin_json_csv
针对普通机构投资者，深市、沪市的退市整理股票开通条件是？,普通机构投资者：风险承受能力为风险承受能力为C2稳健型及以上（C4增长型及C5进取型需签署适配确认书，C2稳健型及C3平衡型需签署不适配确认书），无需满足交易经验及资产量要求，并需签署相关《风险揭示书》后方可开通买入权限。,Agujiaoyi_json
信用账户自助开通创业板权限还需要满足哪些要求？,①信用账户自助开通创业板权限还需满足信用账户状态正常、不存在身份证件异常等条件；,chuangyeban_json_csv
深市的申购代码是？,深市：申购代码与股票代码相同；,Aguxingu_json_csv
账户没有新股申购额度可以申购新股吗？,不可以。账户没有新股申购额度无法申购（A股）新股。,Aguxingu_json_csv
为什么账户没有中签新股手机软件却有弹窗提示？,可能是您通过手机软件登录了多个账户，其他账户有中签新股，请您查看确认一下。[备注]&nbsp;客户可能一开始打开app的默认身份是中签账号这个，触发常登录后请求了中签信息。但客户立马又登录了另一个身份的账号。此时上一个身份的账号的中签信息返回来后就弹出来了，所以错觉没匹配上账号。如非上述情况，可记录客户相关信息反馈至工单对口人。,Aguxingu_json_csv
已开通核准制创业板权限会被关闭吗？,1、普通账户不会关闭。仍可交易核准制创业板股票，但不可参与注册制创业板股票发行申购和交易。2、信用账户（1）如仅开老权限（核准制创业板权限），未开通新权限（注册制创业板），自2020年8月24日起将关闭客户账户的老权限（核准制创业板权限），不可交易创业板股票（核准制+注册制）。（2）若客户未及时完成补签，自2020年8月24日起将关闭其账户新老交易权限（即核准制+注册制），即无法申购创业板新股，也无法买入创业板股票（含核准制和注册制创业板），已持有的创业板股票卖出不受影响。,chuangyeban_json_csv
新股可以多次申购吗？,"不可以。同一个投资者只能对同一只新股（A股）申购一次，多次申购的以第一笔有效申购为准，其余申购无效。若您信用和普通账户或多个普通账户都有额度，您可以选择其中一个账户申购。多只新股同一日发行，可以同时申购，但每只新股只能申购一次。深交所多次申购：以首笔为有效申购，相同股东账号多次重复申购会及时报废单。上交所多次申购：以首笔为有效申购,多次重复委托日间不会报错，当日委托是否有效，建议申购日晚上清算查看是否有产生配号，有配号代表委托有效（可查询当日配号入账情况）。",Aguxingu_json_csv
手机软件预约打新页面申购数量的“最优额度”是多少？,预约打新界面申购数量栏目显示的“最优额度”表示实际申购日当天客户账户最大可申购的数量（比对申购日当天账户新股申购额度及该只新股的申购上限，两者取小）,yuyuedaxin_json_csv
首次开通注册制创业板权限的专业机构投资者需要同时满足哪些条件？,无需三维适当性匹配,chuangyeban_json_csv
新股申购当天有弹框提示吗？,"有。以下渠道A股新股申购日当天会有弹窗提示：1、手机软件（普通账户及信用账户）：打开后会有新股申购的弹框提示。提示频率：新股申购日首次打开手机软件时有提示。普通账户""新股申购提醒""菜单下新增""需要科创板提醒""，其中""新股申购提醒""默认打开，""需要科创板提醒""默认关闭，若没有勾选""需要科创板提醒""，则打开手机软件后不会有科创板新股的弹框及推送提示。信用账户无需设置，默认打开，在融资融券交易首页时会有提示。2、微证券公众号（普通账户）：会有新股发行提醒、新股申购提交通知；新股发行提醒需要您账户满足新股申购条件并9点半前未进行新股申购，系统给您推送新股申购消息，点击即可申购，提交完申购申请，系统会有新股申购提交通知。其中，账户满足新股申购条件指的有新股申购额度。此外，如发行的是创业板新股还需有创业板权限才会推送。",Aguxingu_json_csv
总部及全资子公司员工借阅档案时需要准备什么资料？,事前应准备的资料：无,xingzheng_json
同一天内有多只可转债、可交换债进行认购，缴款的优先顺序是？,3）同一日内有多只可转债、可交换债进行认购的，按新债中签缴款金额从小到大的顺序进行缴款，中签缴款金额一致时，按申购代码从大到小的顺序缴款，不区分市场；可转债、可交换债中签后的放弃原则，上海市场放弃以1手为单位；深圳市场放弃以1张为单位。,Aguxingu_json_csv
预约打新后，是否可以取消预约申购呢？,可以。在申购日申报时间之前的任一时间（7*24小时均可），您都可以通过手机软件—交易—新股申购—预约打新—预约记录—处理状态下方可以选择取消预约。,yuyuedaxin_json_csv
账户满足新股申购条件是指？,其中，账户满足新股申购条件指的有新股申购额度。,Aguxingu_json_csv
创业板股票交易代买奕什么数字开头？,创业板股票代码为“30”开头。,chuangyeban_json_csv
